
locality,home_type,subtype,price,type_of_sale,room,area,equipped,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface_of_land_area,facades,swimming_pool,state_of_building
 Dynastielaan 44 - 48,Appartement,,535000,,,,,,,,,,,,,0,
 RUE DE LIEGE,Maison,,535000,,,,,0,,,,,,,,0,
 Heid des Chênes 40,Ferme,,535000,,,,,0,,,,1, 40.64 ares, 47.17 ares,,0,
 Rue du Roseau 1,Appartement,,535000,,,,,0,,,,1, 0.62 are,,,0, Bien neuf
 Rue du Roseau 1,Appartement,,535000,,,,,0,,,,1, 0.62 are,,,0, Bien neuf
 Rue du Roseau 1,Appartement,,535000,,,,,0,,,,1, 0.62 are,,,0, Bien neuf
,Villa,,536200,,,,,,,,,1, 12 ares, 12 ares,,0, Bien neuf
 Rue Silvela 1,Immeuble,,539000,,,,,0,,,,,, 1.9 are,,0,
 Rue Thémire 68,Maison,,539000,,,,,0,,,,,, 16 ares,,0,
 de la gare 14,Maison,,539000,,,,,0,,,,,, 10.05 ares,,0,
 Rue du Viaduc 42,Maison,,540000,,,,,0,,,,,, 0.7 are,,0,
,Appartement,,540000,,1,,,0,,,,,,,,0,
 Liersebaan 157,Maison,,540000,,,,,0,,,,,, 16.01 ares,,0, Besoin de travaux
 Fortstraat 8,Appartement,,545000,,,,,0,,,,,,,,0,
 Stationsstraat 30,Maison,,545000,,,,,0,,,,,,,,0,
 Kongostraat 1,Villa,,545000,,,,,0,,,,,,,,0,
 Lignely 2,Maison,,545000,,,,,0,,,,,,,,0,
 Gitschotellei 196,Maison,,545000,,,,,0,,,,,,,,0,
 Grote Baan 295,Villa,,545000,,,,,0,,,,,,,,0,
" Avenue Professeur HenriJean, 18",Villa,,545000,,,,,0,,,,,, 10.36 ares,,0,
,Maison,,545000,,,,,,,,,,, 25.15 ares,,0,
,Immeuble,,545000,,,,,,,,,,,,,0,
 Jan Janssensstraat 10,Duplex,,545000,,,,,0,,,,,,,,0,
 Chaussée de Wavre 480,Duplex,,545000,,,,,0,,,,,, 9.44 ares,,0,
 Rue Collin Leloup 15,Immeuble,,545000,,,,,0,,,,,,,,0,
 Heydehoekstraat 7,Ferme,,545000,,,,,0,,,,,,,,0, Besoin de travaux
 Koninklijke Baan 122,Penthouse,,545000,,,,,0,,,,,,,,0, Bien neuf
 Koninklijke Baan 122,Penthouse,,545000,,,,,0,,,,,,,,0, Bien neuf
 Patriottenstraat 14,Appartement,,549000,,,,,0,,,,,,,,0,
 Duinbergenlaan 37-43,Appartement,,549000,,,,,0,,,,,,,,0, Bien neuf
,Appartement,,549000,,,,,0,,,,1, 3.4 ares,,,0,
 Hoge Aardstraat 21,Maison,,549000,,,,,0,,,,1, 1.25 are, 2.72 ares,,0,
 Bosstraat 32,Villa,,549500,,,,,0,,,,,, 7.63 ares,,0, Bien neuf
 Bosstraat 32,Villa,,549500,,,,,0,,,,,, 7.63 ares,,0, Bien neuf
 Vrijestraat 1,Maison,,550000,,,,,0,,,,,,,,0, Bien neuf
 Rue Fontena 3,Ferme,,550000,,,,,0,,,,,,,,0,
 Langestraat 100,Maison,,550000,,,,,0,,,,,,,,0,
 Proosdijstraat 16,Maison,,550000,,,,,,,,,,,,,0,
 Zebrastraat 7C,Rez-de-chaussée,,550000,,,,,0,,,,,,,,0,
 Mouchotteplein 24,Appartement,,550000,,,,,,,,,,,,,0, Bien neuf
 Avenue de la sapinière 2,Villa,,550000,,,,,0,,,,,, 12 ares,,0,
 Rue de la Pisselotte 42,Maison,,550000,,,,,0,,,,,, 10.91 ares,,0,
 Rue Colonel Aviateur Daumerie 9,Maison,,550000,,,,,0,,,,,, 15.22 ares,,0,
 Barrage 1 / B3,Appartement,,550000,,,,,0,,,,,, 3.21 ares,,0, Bien neuf
 Remonval 5,Maison,,550000,,,,,0,,,,,, 24.88 ares,,0,
 Rue Gatti de Gamond 145,Appartement,,550000,,,,,0,,,,1, 3.44 ares,,,0,
 Rue Gatti de Gamond 145,Appartement,,550000,,,,,0,,,,1, 3.44 ares,,,0, Bien neuf
 du château 16,Maison,,550000,,,,,0,,,,,, 44.34 ares,,0,
 Dambruggestraat 277-279,Immeuble,,550000,,,,,0,,,,,, 0.66 are,,0,
 avenue de Broqueville 9,Appartement,,550000,,,,,0,,,,,,,,0,
 Rue Gatti de Gamond 145,Appartement,,550000,,,,,0,,,,1, 3.44 ares,,,0, Bien neuf
 Langestraat  104,Maison,,550000,,,,,0,,,,,, 2.02 ares,,0,
 Bankelindeweg 19,Maison,,559000,,,,,0,,,,,, 33.47 ares,,0,
 Goethalsstraat 5,Appartement,,560000,,,,,0,,,,,,,,0,
 Nieuwland 54,Maison,,560255,,,,,0,,,,,,,,0,
 Nieuwland 54,Maison,,560255,,,,,0,,,,,,,,0,
 Vrijestraat 1,Maison,,565000,,,,,0,,,,,,,,0, Bien neuf
 Bosquetiastraat 10,Duplex,,565000,,,,,0,,,,,,,,0, Bien neuf
 Zeedijk 141,Appartement,,565000,,,,,0,,,,,,,,0,
 Rue de l'Escalier 18,Appartement,,566000,,,,,0,,,,,,,,0,
 Victorialaan 25,Appartement,,569000,,,,,0,,,,,,,,0, Bien neuf
 Broeders Maristenstraat 23,Immeuble,,569000,,,,,0,,,,,, 1.95 are,,0, Bien neuf
 Broeders Maristenstraat 23,Maison,,569000,,,,,0,,,,,, 1.95 are,,0, Bien neuf
,Immeuble,,570000,,,,,0,,,,1, 22.3 ares, 22.3 ares,,0,
,Villa,,570000,,,,,,,,,,, 7.18 ares,,0,
 Bouwhandelstraat 75,Maison,,575000,,,,,0,,,,,,,,0,
 Wantestraat 3,Ferme,,575000,,,,,0,,,,,, 163.8 ares,,0, Bien neuf
 Chaussée d'Anvers 315-317,Penthouse,,575000,,,,,0,,,,,, 0.46 are,,0, Bien neuf
 Ieperstraat 98,Villa,,575000,,,,,0,,,,,, 17.02 ares,,0,
 Ieperstraat 98,Villa,,575000,,,,,0,,,,,, 17.02 ares,,0,
 Koninginnelaan 16,Appartement,,575000,,,,,,,,,,,,,0, Bien neuf
 Leopoldlaan 57,Villa,,575000,,,,,0,,,,,, 21.35 ares,,0, Bien neuf
 Schoytestraat 12,Maison,,579000,,,,,0,,,,,,,,0,
,Maison,,579000,,,,,0,,,,,,,,0,
,Immeuble,,579000,,,,,0,,,,,,,,0,
 Petunialaan 36,Villa,,579000,,,,,0,,,,1, 2.8 ares, 5 ares,,0,
 Birondai 8,Maison,,580000,,,,,0,,,,,,,,0,
 Quai Mativa 62,Appartement,,580000,,,,,0,,,,,, 0.8 are,,0,
 Zeedijk 124,Appartement,,580000,,,,,0,,,,,,,,0,
 Weststraat 4,Villa,,582400,,,,,0,,,,,,,,0, Bien neuf
 Weststraat 4,Villa,,582400,,,,,0,,,,,,,,0, Bien neuf
,Appartement,,583956,,,,,0,,,,,,,,0,
 Weststraat 4,Villa,,585000,,,,,0,,,,,,,,0,
 Weststraat 4,Villa,,585000,,,,,0,,,,,,,,0, Bien neuf
 Kapelstraat 155,Immeuble,,585000,,,,,0,,,,,,,,0,
 Rue Yernawe,Maison,,585000,,,,,0,,,,,, 25 ares,,0,
 Pater Damiaanstraat 21,Appartement,,585000,,,,,0,,,,,, 2.85 ares,,0, Bien neuf
 Rue du Roseau 1,Appartement,,585000,,,,,0,,,,,,,,0, Bien neuf
 Rue du Roseau 1,Penthouse,,585000,,,,,0,,,,,,,,0, Bien neuf
 Rue du Roseau 1,Penthouse,,585000,,,,,0,,,,,,,,0, Bien neuf
 Paul Parmentierlaan 161,Appartement,,585000,,,,,0,,,,,, 0.98 are,,0,
 Paul Parmentierlaan 161,Appartement,,585000,,,,,0,,,,,, 0.98 are,,0,
 Rue du Roseau 1,Penthouse,,585000,,,,,0,,,,,,,,0, Bien neuf
 Zuid-Australiëlaan 100,Villa,,589000,,,,,0,,,,,,,,0,
 Ranstsebinnenweg 16,Villa,,589000,,,,,0,,,,,,,,0,
 Vrijestraat 1,Maison,,590000,,,,,0,,,,,,,,0, Bien neuf
 Avenue des Peupliers,Maison,,590000,,,,,0,,,,,,,,0,
 Korteboeken 11,Maison,,590000,,,,,0,,,,,, 34.55 ares,,0,
,Villa,,590000,,,,,0,,,,1, 1.7 are,,,0, Rénové
 Sint-Amandsstraat 51,Villa,,590000,,,,,0,,,,1, 1.7 are,,,0, Rénové
 Rue de l'Escalier 18,Appartement,,594500,,,,,0,,,,,,,,0,
 Rue de la Croix 63,Appartement,,595000,,,,,0,,,,,, 4.25 ares,,0, Bien neuf
 Cherain 10,Maison,,595000,,,,,,,,,,, 15.55 ares,,0,
 Zeelaan 214,Appartement,,595000,,,,,,,,,,,,,0,
,Maison,,595000,,,,,0,,,,,,,,0,
 route provinciale 80,Maison,,595000,,,,,0,,,,1, 25 ares, 31.78 ares,,0,
 Rond Point du Blanckart-Surlet 1.13,Appartement,,595000,,,,,0,,,,,,,,0,
 Rond Point du Blanckart-Surlet 1.13,Appartement,,595000,,,,,0,,,,1, 327.67 ares,,,0,
,Maison,,595000,,,,,0,,,,,, 5.98 ares,,0,
 Bois de Mariomont 22,Maison,,595000,,,,,0,,,,1, 20 ares, 23.23 ares,,0,
,Maison,,595000,,,,,0,,,,,, 5.38 ares,,0,
 Krommedijk 57,Appartement,,595000,,,,,0,,,,,, 1.75 are,,0,
 Koninginnelaan 16,Appartement,,595000,,,,,,,,,,,,,0, Bien neuf
 Abdijstraat 17,Villa,,595000,,,,,0,,,,,, 18.81 ares,,0,
 Albert I laan 35,Duplex,,595000,,,,,0,,,,,, 2.38 ares,,0, Bien neuf
,Penthouse,,595000,,,,,0,,,,,,,,0,
,Penthouse,,595000,,,,,0,,,,,,,,0,
 Tieltstraat 32,Maison,,595000,,,,,0,,,,,,,,0,
 Tieltstraat 32,Maison,,595000,,,,,0,,,,,,,,0,
 Chaussée de Jette 576,Immeuble,,598000,,,,,0,,,,,, 2.1 ares,,0, Rénové
 Descampsstraat 5,Villa,,598000,,,,,0,,,,,, 1.35 are,,0,
 Vrijestraat 1,Maison,,599000,,,,,0,,,,,,,,0, Bien neuf
 Moulin du Ruy 116,Villa,,599000,,,,,0,,,,,,,,0,
 Hooistraat 35,Villa,,599000,,,,,0,,,,,,,,0,
 Avenue Dolez 76,Immeuble,,599000,,,,,,,,,,,,,0, Bien neuf
 Avenue Dolez 76,Maison,,599000,,,,,,,,,,,,,0, Bien neuf
 Rue Gatti de Gamond 101-105,Appartement,,599000,,,,,0,,,,,,,,0,
 Rue Beeckman  69,Penthouse,,599000,,,,,0,,,,,,,,0, Bien neuf
 Rue Gatti de Gamond 101,Appartement,,599000,,,,,0,,,,,,,,0, Bien neuf
 Sint-Annastraat 86,Maison,,599000,,,,,0,,,,,, 28.7 ares,,0,
 Gistelse Steenweg 575,Villa,,599000,,,,,0,,,,,, 9.84 ares,,0, Bien neuf
 Rue Beeckman  69,Penthouse,,599000,,,,,0,,,,,,,,0, Bien neuf
 Korte van Peltstraat 24,Maison,,599000,,,,,0,,,,1, 0.3 are, 0.93 are,,0,
 Rue Gatti de Gamond 101-105,Appartement,,599000,,,,,0,,,,,,,,0, Bien neuf
 Weststraat 4,Villa,,599228,,,,,0,,,,,,,,0, Bien neuf
 Vlierstraat 6,Villa,,599500,,,,,0,,,,,, 6.88 ares,,0, Bien neuf
 Vlierstraat 6,Villa,,599500,,,,,0,,,,,, 6.88 ares,,0, Bien neuf
,Penthouse,,600000,,,,,0,,,,,,,,0, Bien neuf
,Rez-de-chaussée,,600000,,,,,0,,,,,,,,0, Bien neuf
 Chemin de Henimont 23,Villa,,600000,,,,,0,,,,1, 22 ares, 24.72 ares,,0,
 Champ-Bouval 6,Ferme,,600000,,,,,0,,,,,, 74.55 ares,,0,
 Brouwerijstraat 68,Ferme,,600000,,,,,0,,,,,, 24.17 ares,,0, Besoin de travaux
 Zeedijk  64,Appartement,,605000,,,,,0,,,,,,,,0,
 Rue de l'Escalier 18,Appartement,,609500,,,,,0,,,,,,,,0,
 Canadadreef 26,Maison,,610000,,,,,0,,,,,,,,0,
,Appartement,,615000,,,,,0,,,,,,,,0,
,Maison,,615000,,,,,0,,,,1, 18.3 ares, 18.3 ares,,0, Bien neuf
 Chaussée de Charleroi 52-54,Appartement,,615000,,,,,0,,,,,,,,0, Bien neuf
 Chaussée de Charleroi 52-54,Appartement,,615000,,,,,0,,,,,,,,0, Bien neuf
 Stationsstraat 49,Appartement,,615000,,,,,0,,,,,,,,0, Bien neuf
 Pierre Sorellaan 4,Maison,,619000,,,,,0,,,,,,,,0,
 Pierre Sorellaan 4,Immeuble,,619000,,,,,0,,,,,,,,0,
 Hendrik Baelskaai 12,Appartement,,620000,,,,,0,,,,,,,,0,
 Misweg 8,Maison,,620000,,,,,0,,,,,, 20 ares,,0,
,Appartement,,624000,,,,,0,,,,,,,,0,
 Kasteellaan 192,Maison,,625000,,,,,0,,,,,,,,0,
 Kasteellaan 192,Maison,,625000,,,,,0,,,,,,,,0,
 Paul Orbanpromenade 4,Appartement,,625000,,,,,0,,,,,, 0.97 are,,0, Bien neuf
 Avenue du Yorskhire,Appartement,,625000,,,,,0,,,,,,,,0,
 Avenue de la Gazelle  105,Penthouse,,625000,,,,,0,,,,,,,,0, Bien neuf
 Avenue de la Gazelle  105,Penthouse,,625000,,,,,0,,,,,,,,0, Bien neuf
 Delfien Vanhautestraat 7,Villa,,629000,,,,,0,,,,1, 12.4 ares, 12.4 ares,,0, Bien neuf
 Delfien Vanhautestraat 7,Villa,,629000,,,,,0,,,,1, 12.4 ares, 12.4 ares,,0, Bien neuf
 Ruekenbosstraat 18A,Maison,,630000,,,,,0,,,,,, 50.7 ares,,0,
 Chaussée de Charleroi 52-54,Appartement,,630000,,,,,0,,,,,,,,0, Bien neuf
 Chaussée de Charleroi 52-54,Appartement,,630000,,,,,0,,,,,,,,0, Bien neuf
 Chaussée de Charleroi 52-54,Appartement,,630000,,,,,0,,,,,,,,0, Bien neuf
 Chaussée de Charleroi 52-54,Appartement,,630000,,,,,0,,,,,,,,0, Bien neuf
 Avenue Emile de Mot 10,Appartement,,630000,,,,,0,,,,,,,,0,
 Watertorenstraat 65,Maison,,645000,,,,,0,,,,,,,,0,
,Appartement,,645000,,,,,0,,,,,,,,0,
 Baron Empainlaan 1,Appartement,,645000,,,,,0,,,,,,,,0, Bien neuf
,Penthouse,,645000,,,,,0,,,,,,,,0,
 Avenue Léopold II,Appartement,,645000,,,,,0,,,,,,,,0,
,Appartement,,645000,,,,,0,,,,,,,,0,
 Avenue Brugmann 27B,Appartement,,645000,,,,,0,,,,,,,,0,
,Rez-de-chaussée,,645000,,,,,0,,,,1, 1.22 are,,,0,
 Zwaluwenlaan 9,Appartement,,645000,,,,,0,,,,,,,,0, Bien neuf
 Hertstraat 19,Appartement,,649000,,,,,0,,,,,,,,0,
 Markt 1,Maison,,649000,,,,,0,,,,,, 9.77 ares,,0,
 Breughelstraat 66,Immeuble,,649000,,,,,0,,,,,, 0.53 are,,0,
 Emiel Verhaerenlaan 18,Villa,,650000,,,,,0,,,,,,,,0,
 Chausséé d'Auderghem 89,Rez-de-chaussée,,650000,,,,,0,,,,,,,,0,
,Duplex,,650000,,,,,0,,,,,,,,0,
,Maison,,650000,,,,,0,,,,1, 1 are, 2.11 ares,,0,
,Maison,,650000,,,,,,,,,,, 14 ares,,0,
,Maison,,650000,,,,,,,,,,, 14 ares,,0,
,Immeuble,,650000,,,,,,,,,,, 14 ares,,0,
 Plataanlaan 6,Villa,,650000,,,,,0,,,,,, 10.75 ares,,0,
 Westergemstraat 96,Maison,,650000,,,,,0,,,,,, 6.77 ares,,0,
 Lucionplein 8,Appartement,,650000,,,,,0,,,,,,,,0,
 Paul Orbanpromenade 2,Appartement,,650000,,,,,0,,,,,, 1.25 are,,0, Rénové
,Appartement,,650000,,,,,0,,,,,,,,0,
,Maison,,650000,,,,,0,,,,,, 4.69 ares,,0,
 Louisweg 16,Villa,,655000,,,,,0,,,,,,,,0, Bien neuf
 Vuurkruisenlaan 267,Maison,,655000,,,,,0,,,,,,,,0,
 Vuurkruisenlaan 267,Maison,,655000,,,,,0,,,,1, 0.75 are, 2.69 ares,,0,
 Stationsstraat 25,Duplex,,657300,,,,,0,,,,,,,,0, Bien neuf
 Avenue Léopold II,Duplex,,660000,,,,,0,,,,,,,,0,
,Appartement,,664000,,,,,0,,,,,,,,0,
 Zeedijk 297,Appartement,,664000,,,,,0,,,,,,,,0, Bien neuf
,Penthouse,,665000,,,,,0,,,,,,,,0,
,Appartement,,665000,,,,,0,,,,,,,,0,
 Ferdinand Coosemansstraat 26,Maison,,665000,,,,,0,,,,,,,,0,
 Ferdinand Coosemansstraat 26,Maison,,665000,,,,,0,,,,,,,,0,
 Avenue Winston Churchill 163,Appartement,,665000,,,,,0,,,,,,,,0,
,Appartement,,665000,,,,,0,,,,,,,,0,
 Tieltstraat 57,Maison,,665000,,,,,0,,,,,, 24.51 ares,,0,
 Henri Dunantlaan 10,Appartement,,665000,,,,,0,,,,,,,,0,
 Apostelstraat 29,Maison,,665000,,,,,0,,,,,, 3.6 ares,,0,
,Villa,,665500,,,,,0,,,,,,,,0,
 Dorpsstraat 138C,Maison,,667500,,,,,0,,,,1, 2.39 ares, 3.89 ares,,0,
 Rue du Cimetière 30,Maison,,670000,,,,,0,,,,,, 84 ares,,0,
 Louisweg 16,Villa,,675000,,,,,0,,,,,,,,0, Bien neuf
 Rue Caremberg 139,Villa,,675000,,,,,0,,,,,,,,0,
 Sint-Jozefstraat 22,Appartement,,675000,,,,,0,,,,,,,,0,
 Albert Bliecklaan 32,Appartement,,675000,,,,,0,,,,,, 1.15 are,,0,
 Bekentenissenweg 38,Villa,,675000,,,,,0,,,,,, 6 ares,,0, Rénové
 Rue Wéry 77,Appartement,,675000,,,,,0,,,,,, 2.5 ares,,0, Rénové
 Jan van Rijswijcklaan 153,Penthouse,,675000,,,,,0,,,,,,,,0,
 Louisweg 16,Villa,,675000,,,,,0,,,,,, 4.19 ares,,0, Bien neuf
 Chaussée de Charleroi 52-54,Appartement,,680000,,,,,0,,,,,,,,0, Bien neuf
 Chaussée de Charleroi 52-54,Appartement,,680000,,,,,0,,,,,,,,0, Bien neuf
 Chaussée de Charleroi 52-54,Appartement,,680000,,,,,0,,,,,,,,0, Bien neuf
,Appartement,,680000,,,,,0,,,,,,,,0,
 Heernislaan 111,Loft,,685000,,,,,0,,,,,,,,0,
 Kozijntjesstraat 10,Maison,,685000,,,,,0,,,,,, 1.24 are,,0, Bien neuf
 Kerkstraat 167,Immeuble,,685000,,,,,0,,,,,, 1.8 are,,0,
,Maison,,685000,,,,,0,,,,,,,,0,
 Koning Albert-Laan -,Appartement,,687000,,,,,0,,,,,,,,0, Bien neuf
 Oude Houtlei 108,Penthouse,,688000,,,,,0,,,,,,,,0,
 Prinses Clementinaplein 16,Appartement,,690000,,,,,0,,,,,,,,0, Bien neuf
,Appartement,,690000,,,,,0,,,,,,,,0, Bien neuf
,Appartement,,690000,,,,,0,,,,,,,,0,
 Dijkweg 5a,Rez-de-chaussée,,690000,,,,,0,,,,,, 18 ares,,0, Bien neuf
 Vianderstraat 1,Appartement,,692000,,,,,0,,,,,, 1.1 are,,0, Bien neuf
 Butschovestraat 12,Maison,,695000,,,,,0,,,,,,,,0,
,Penthouse,,695000,,,,,0,,,,,,,,0,
 Saunierlei 55/57,Maison,,695000,,,,,0,,,,,,,,0,
,Appartement,,695000,,,,,0,,,,,,,,0,
 Avenue Molière 298,Appartement,,695000,,,,,0,,,,,, 3.8 ares,,0, Bien neuf
 Sint Jansplein 14,Appartement,,695000,,,,,0,,,,,,,,0,
 Urselseweg 157,Maison,,695000,,,,,0,,,,,, 26.15 ares,,0, Rénové
 Leopoldlaan 54,Villa,,695000,,,,,0,,,,,, 41.43 ares,,0,
 Tivolilaan 32,Maison,,695000,,,,,0,,,,,, 6.04 ares,,0,
 Roeselaarsestraat 586,Villa,,695000,,,,,0,,,,,, 83.9 ares,,0, Besoin de travaux
 Albert I Laan 68,Appartement,,695000,,,,,0,,,,,,,,0,
 Zeswegestraat 1,Maison,,695000,,,,,0,,,,,, 10.8 ares,,0,
 Blote 6,Villa,,695000,,,,,0,,,,,, 35.6 ares,,0, Rénové
 Rue 't Kint 38,Maison,,695000,,,,,0,,,,,,,,0,
 Rozenbergstraat 20,Maison,,695000,,,,,0,,,,,, 14.08 ares,,0,
 Leopoldlaan 54,Villa,,695000,,,,,0,,,,,,,,0,
 Touwstraat 3,Bungalow,,698000,,,,,0,,,,,, 18.87 ares,,0, Rénové
 Duinbergenlaan 111,Appartement,,699000,,,,,0,,,,,,,,0,
 Rue de l'Ermitage Saint-Hilaire 10,Villa,,699000,,,,,0,,,,,,,,0,
 Evenakkerstraat 13,Maison,,699000,,,,,0,,,,,, 38.7 ares,,0,
 Rederskaai 16,Appartement,,699000,,,,,0,,,,,, 2.04 ares,,0,
 Sint-Rembertlaan  36,Villa,,699000,,,,,,,,,,,,,0,
,Maison,,700000,,,,,,,,,,, 5.79 ares,,0,
,Villa,,725000,,,,,0,,,,,,,,0,
,Immeuble,,725000,,,,,0,,,,1, 0.5 are, 1.65 are,,0,
 Chaussée de Charleroi 52-54,Appartement,,725000,,,,,0,,,,,,,,0, Bien neuf
 Chaussée de Charleroi 52-54,Appartement,,725000,,,,,0,,,,,,,,0, Bien neuf
 Chaussée de Charleroi 52-54,Appartement,,725000,,,,,0,,,,,,,,0, Bien neuf
 Hoefijzerlaan 62,Appartement,,729000,,,,,0,,,,,, 1.19 are,,0,
 Hoefijzerlaan 62,Appartement,,729000,,,,,0,,,,,, 1.19 are,,0,
 reigerslaan 12,Villa,,729000,,,,,0,,,,,, 12.08 ares,,0,
,Triplex,,735000,,,,,0,,,,,,,,0,
 Zeedijk-Duinbergen 324,Appartement,,735000,,,,,0,,,,,,,,0,
 Vosseslag 13,Villa,,735000,,,,,0,,,,,, 16.15 ares,,0,
 Hautvent 82,Maison,,739500,,,,,0,,,,,, 22.14 ares,,0,
 Zeedijk-Albertstrand 462,Appartement,,745000,,,,,0,,,,,,,,0,
 Zeedijk-Duinbergen 392,Appartement,,745000,,,,,0,,,,,,,,0,
 Zeegrasstraat 24,Appartement,,745000,,,,,0,,,,,,,,0,
 Bredabaan 563,Maison,,745000,,,,,0,,,,,,,,0,
 Rue de la Gare 60,Maison,,745000,,,,,0,,,,,, 10.37 ares,,0,
 Kapellensteenweg 467,Villa,,745000,,,,,0,,,,1, 10 ares, 14.87 ares,,0,
,Villa,,745000,,,,,0,,,,1, 24.77 ares,,,0,
 Zeedijk-Duinbergen 302,Appartement,,747000,,,,,0,,,,,,,,0,
,Maison,,749000,,,,,0,,,,1, 16.66 ares,,,0,
,Maison,,749000,,,,,0,,,,1, 16.66 ares,,,0,
,Villa,,750000,,,,,0,,,,,,,,0,
 Spinnerijkaai 45,Maison,,750000,,,,,0,,,,,, 2.42 ares,,0, Bien neuf
 Spinnerijkaai 45,Loft,,750000,,,,,0,,,,,, 2.42 ares,,0, Bien neuf
 Spinnerijkaai 45,Maison,,750000,,,,,0,,,,,, 2.42 ares,,0, Bien neuf
 Spinnerijkaai 45,Loft,,750000,,,,,0,,,,,, 2.42 ares,,0, Bien neuf
 Engelsestraat 17,Immeuble,,750000,,,,,0,,,,,, 1.2 are,,0,
 Karel Verhaegenlaan 25,Maison,,750000,,,,,0,,,,1, 0.4 are, 1.95 are,,0,
 Goudenregenpad 3,Villa,,750000,,,,,0,,,,1, 5.06 ares, 5.06 ares,,0,
 Rue de Gand 13,Maison,,750000,,,,,0,,,,,, 10.89 ares,,0,
 62132,Maison,,760000,,,,,0,,,,,,,,0,
 Haagwinde 4,Maison,,765000,,,,,0,,,,,,,,0, Bien neuf
 Chemin de frahinfaz 5,Maison,,765000,,,,,0,,,,,, 87.2 ares,,0,
 Artanlaan 12,Villa,,765000,,,,,0,,,,,, 4.5 ares,,0, Bien neuf
 Avenue Hamoir  14,Appartement,,769000,,,,,0,,,,,,,,0, Bien neuf
 Avenue Hamoir  14,Appartement,,769000,,,,,0,,,,,,,,0, Bien neuf
" Ouren, Peterskirchen 7",Maison,,775000,,,,,,,,,,, 17.76 ares,,0,
 Vrijestraat 1,Maison,,775000,,,,,0,,,,,,,,0, Bien neuf
 Vindictivelaan 5,Appartement,,775000,,,,,0,,,,,,,,0,
 Van Eycklei 28,Appartement,,775000,,,,,0,,,,,,,,0, Rénové
 Avenue du Yorskhire 22-26,Duplex,,775000,,,,,0,,,,,,,,0,
 Avenue du Yorskhire 22-26,Duplex,,775000,,,,,0,,,,,,,,0, Bien neuf
 Zeedijk  34,Appartement,,775000,,,,,0,,,,,,,,0,
 Avenue du Yorskhire 22-26,Duplex,,775000,,,,,0,,,,,,,,0, Bien neuf
 Rodendries 13,Villa,,778000,,,,,0,,,,,,,,0,
,Maison,,780000,,,,,0,,,,,, 6.5 ares,,0, Rénové
,Appartement,,783000,,,,,0,,,,,, 1.54 are,,0,
 Place Saint-Lambert 17,Loft,,785000,,,,,0,,,,,,,,0,
 Rampelberg 50,Villa,,785000,,,,,0,,,,1, 28.07 ares, 35.85 ares,,0,
 Dokter Armand Rubbensstraat 33,Maison,,790000,,,,,0,,,,,,,,0,
 Boulevard Poincaré 71,Appartement,,790000,,,,,0,,,,,,,,0,
,Villa,,795000,,,,,0,,,,,,,,0,
 Elizabetlaan 270,Penthouse,,795000,,,,,0,,,,,,,,0,
 Engelsestraat 18,Appartement,,795000,,,,,0,,,,,,,,0,
,Appartement,,795000,,,,,0,,,,,,,,0,
 Golvenstraat 6,Appartement,,795000,,,,,0,,,,,,,,0,
 Pelgrimstraat 34,Appartement,,795000,,,,,0,,,,,,,,0,
,Maison,,795000,,,,,0,,,,,, 15.85 ares,,0,
 Grote Thems 114,Villa,,795000,,,,,0,,,,,, 15.85 ares,,0, Bien neuf
 Wapenplein 17,Loft,,795000,,,,,0,,,,,,,,0,
 Constant Permekeplein 3,Villa,,795000,,,,,0,,,,1, 10 ares, 14.71 ares,,0,
 Zonder-Naamstraat 12,Maison,,798000,,,,,0,,,,,,,,0, Bien neuf
 Charlottalei 10,Appartement,,799000,,,,,0,,,,,,,,0,
 Charlottalei 10,Appartement,,799000,,,,,0,,,,,,,,0, Bien neuf
 Albert I laan 90,Appartement,,799000,,,,,0,,,,,, 2.35 ares,,0,
 Zeedijk 287,Appartement,,799000,,,,,0,,,,,,,,0,
 Rue Albert Ier 48,Maison,,800000,,,,,0,,,,,, 99 ares,,0,
 Edelinckstraat 3,Maison,,820000,,,,,0,,,,,,,,0,
,Appartement,,820000,,,,,0,,,,,,,,0,
 Rue du Zodiaque 40,Appartement,,825000,,,,,0,,,,1, 0.47 are,,,0,
 Landjuweelstraat 45,Immeuble,,825000,,,,,0,,,,,, 1.6 are,,0,
 Boulevard d'Avroy 134,Appartement,,830000,,,,,0,,,,,, 0.38 are,,0,
 Tiegemberg 29,Villa,,835000,,,,,0,,,,,, 196.83 ares,,0, Bien neuf
 Tiegemberg 29,Villa,,835000,,,,,0,,,,,, 196.83 ares,,0, Bien neuf
 Rue Charles-Quint 122,Maison,,840000,,,,,0,,,,,, 1.81 are,,0,
 Avenue du Yorskhire 22-26,Duplex,,840000,,,,,0,,,,,,,,0,
 Avenue du Yorskhire 22-26,Duplex,,840000,,,,,0,,,,,,,,0, Bien neuf
 Ringlaan Zuid 114,Villa,,840000,,,,,0,,,,1, 5 ares, 9.4 ares,,0,
 Avenue du Yorskhire 22-26,Duplex,,840000,,,,,0,,,,,,,,0, Bien neuf
,Maison,,845000,,,,,0,,,,,, 20.95 ares,,0,
 Latemstraat 173,Penthouse,,848000,,,,,0,,,,,,,,0,
 Begijnengracht 23,Maison,,850000,,,,,0,,,,,,,,0,
