
locality,home_type,subtype,price,type_of_sale,room,area,equipped,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface_of_land_area,facades,swimming_pool,state_of_building
 Hanssenslaan 33,Maison,,289000,,,,,0,,,,,, 4.87 ares,,0, Besoin de travaux
,Appartement,,289080,,,,,0,,,,,,,,0, Bien neuf
 Heirweg 3,Appartement,,289500,,,,,,,,,,,,,0, Bien neuf
 Rue de l'Arbre Saint-Michel 48,Maison,,289500,,,,,0,,,,,, 6.33 ares,,0,
 Rue de l'Arbre Saint-Michel lot 16,Maison,,289500,,,,,0,,,,,, 5.75 ares,,0,
 Chemin de Chièvres,Villa,,289700,,,,,0,,,,,, 4.91 ares,,0, Bien neuf
 Rue du Chiroux,Maison,,289900,,,,,0,,,,,, 5.69 ares,,0, Bien neuf
 Rue d'Avin Lot 5,Maison,,289900,,,,,0,,,,,, 6.03 ares,,0, Bien neuf
 Heirweg 3,Appartement,,289900,,,,,,,,,,,,,0, Bien neuf
 Rue Fernand Piron,Maison,,290000,,,,,0,,,,,, 4.78 ares,,0, Bien neuf
 Kegelstraat 33,Maison,,290000,,,,,0,,,,,,,,0,
 Smidsestraat 136,Appartement,,290000,,,,,0,,,,,,,,0,
 Geitstraat 74,Maison,,290000,,,,,0,,,,,,,,0,
 Au Cou de Chasse 44,Maison,,290000,,,,,0,,,,,,,,0, Bien neuf
 Westlaan 4,Appartement,,290000,,,,,,,,,,,,,0,
 Kinderlaan 41,Appartement,,290000,,1,,,0,,,,,,,,0, Bien neuf
 Duinenweg 379,Appartement,,290000,,,,,,,,,1, 0.33 are,,,0, Bien neuf
 Avenue Cicéron 27,Appartement,,290000,,,,,0,,,,,,,,0,
,Villa,,290000,,,,,0,,,,1, 10.73 ares, 10.73 ares,,0,
,Appartement,,290000,,,,,0,,,,,,,,0, Bien neuf
 Dorp 34,Duplex,,290000,,,,,0,,,,,, 10.18 ares,,0, Bien neuf
 Chevauchoire de Viane 99,Maison,,290000,,,,,0,,,,,, 6.84 ares,,0,
 Albert I laan 64E,Appartement,,290000,,,,,0,,,,,, 0.6 are,,0, Bien neuf
" Rue des Sapins, Biron 30",Maison,,290000,,,,,0,,,,,, 14 ares,,0,
 Kapelstraat 208,Maison,,290000,,,,,0,,,,,, 3.12 ares,,0, Bien neuf
 Rue de Bitburg,Duplex,,290500,,,,,0,,,,,,,,0, Bien neuf
 Rue de Bitburg,Duplex,,290500,,,,,0,,,,,,,,0, Bien neuf
 Rue de Bitburg,Duplex,,290500,,,,,0,,,,,,,,0, Bien neuf
,Maison,,290829,,,,,,,,,,, 4.94 ares,,0, Bien neuf
,Appartement,,290835,,,,,0,,,,,,,,0,
 Rue du Gonhy 61,Appartement,,291000,,1,,,0,,,,,,,,0,
 Rue Eugène Branckotte,Maison,,291100,,,,,0,,,,,, 4.17 ares,,0, Bien neuf
 Herentalsebaan 671,Appartement,,291296,,,,,0,,,,1, 0.2 are,,,0, Bien neuf
 Enclus du Haut 0,Rez-de-chaussée,,291500,,,,,0,,,,,,,,0,
 Van Strijdoncklaan 150,Appartement,,291700,,,,,0,,,,,,,,0, Bien neuf
,Appartement,,291830,,,,,0,,,,,,,,0, Bien neuf
 Rue de Bitburg,Duplex,,292000,,,,,0,,,,1, 0.51 are,,,0, Bien neuf
 Rue de Bitburg,Duplex,,292000,,,,,0,,,,1, 0.51 are,,,0, Bien neuf
 Stedestraat,Maison,,292376,,,,,0,,,,,,,,0,
 Avenue Ilya Prigogine 8,Appartement,,292500,,,,,0,,,,,,,,0, Bien neuf
 Rue croix Favresse Lot 43,Maison,,293000,,,,,0,,,,1, 5.2 ares, 6.26 ares,,0, Bien neuf
 Molenstraat lot 2,Maison,,293148,,,,,0,,,,,, 2.75 ares,,0,
,Maison,,293790,,,,,,,,,,, 5.07 ares,,0, Bien neuf
 Appelkotlaan GB,Maison,,294000,,,,,0,,,,,,,,0, Bien neuf
 Auguste Reyerslaan 34,Appartement,,294000,,,,,0,,,,,,,,0, Bien neuf
,Rez-de-chaussée,,294100,,,,,0,,,,1, 1.04 are, 1.4 are,,0, Bien neuf
 Martelarenstraat 5,Duplex,,295000,,,,,0,,,,,,,,0, Bien neuf
 Moespikstraat 27,Appartement,,295000,,,,,0,,,,,,,,0,
 Antwerpsesteenweg 14,Appartement,,295000,,,,,0,,,,,,,,0,
 Moespikstraat 27,Maison,,295000,,,,,0,,,,,,,,0,
 Albert I laan 71,Appartement,,295000,,,,,0,,,,,,,,0,
,Maison,,295000,,,,,0,,,,,,,,0,
,Ferme,,295000,,,,,0,,,,,,,,0,
,Maison,,295000,,,,,0,,,,,,,,0,
 Marktstraat 2,Rez-de-chaussée,,295000,,,,,0,,,,,,,,0, Bien neuf
 Driftweg 29,Maison,,295000,,,,,0,,,,,,,,0,
,Appartement,,295000,,,,,0,,,,,,,,0,
 Koninginnelaan 38,Appartement,,295000,,,,,,,,,,,,,0,
 Corneel Franckstraat 10,Maison,,295000,,,,,0,,,,,,,,0,
 Prosper Pouletstraat 6,Rez-de-chaussée,,295000,,,,,0,,,,,,,,0,
 Révolution 12,Appartement,,295000,,,,,0,,,,,,,,0,
 Albert I laan 230,Appartement,,295000,,1,,,0,,,,,,,,0, Rénové
 Heilig Hartplein 2,Duplex,,295000,,,,,0,,,,,,,,0,
 Heirweg 3,Appartement,,295000,,,,,,,,,,,,,0, Bien neuf
 Jozef II straat 27,Appartement,,295000,,,,,0,,,,,,,,0, Bien neuf
 Duinenweg 379,Appartement,,295000,,,,,,,,,1, 0.16 are,,,0, Bien neuf
 Karel Govaertsstraat  35A,Maison,,295000,,,,,0,,,,,, 1.11 are,,0,
 Chaussée de Mons 15,Maison,,295000,,,,,0,,,,,, 18.8 ares,,0,
 Kleine Steenweg 130,Appartement,,295000,,,,,0,,,,,,,,0,
 Gentseweg 101,Maison,,295000,,,,,0,,,,,,,,0,
 Gentseweg 101,Maison,,295000,,,,,0,,,,,,,,0,
 Rue des Ardoisières 2,Maison,,295000,,,,,0,,,,,, 8.44 ares,,0,
 Poelkapellestraat 30,Maison,,295000,,,,,0,,,,,, 18.43 ares,,0,
 Poelkapellestraat 30,Maison,,295000,,,,,0,,,,,, 18.43 ares,,0,
 Lange Lozanastraat 203,Appartement,,295000,,,,,0,,,,,,,,0, Rénové
,Appartement,,295000,,,,,0,,,,,,,,0, Bien neuf
,Appartement,,295000,,,,,0,,,,,,,,0, Bien neuf
,Appartement,,295000,,,,,0,,,,,,,,0, Bien neuf
 Rue les Marottes  43,Maison,,295000,,,,,0,,,,,, 6.45 ares,,0,
 A. Van Cailliestraat  14,Appartement,,295000,,,,,0,,,,,,,,0,
 Rue des Hauts Monceaux 28,Maison,,295000,,,,,0,,,,,, 7.7 ares,,0,
 STRATENDRIES 29,Maison,,295000,,,,,0,,,,,, 7.9 ares,,0,
 Langestraat 171,Appartement,,295000,,,,,0,,,,,,,,0,
 Malehoeklaan  70,Appartement,,295000,,,,,0,,,,,,,,0,
,Maison,,295000,,,,,0,,,,1, 6 ares,,,0,
 Rue Beeckman 53,Appartement,,295000,,,,,0,,,,,,,,0,
 Rue du Gonhy 61,Appartement,,295000,,,,,0,,,,,,,,0,
 Bieststraat 67,Appartement,,295000,,,,,0,,,,,,,,0,
 Patersstraat 44,Maison,,295000,,,,,0,,,,,, 3.6 ares,,0,
 Voie de l'Ardenne 62,Appartement,,295000,,,,,0,,,,,,,,0,
 Franslaan 17,Appartement,,295000,,,,,0,,,,,,,,0,
 Ieperstraat 26,Maison,,295000,,,,,0,,,,,, 1.3 are,,0, Bien neuf
 Damweg 1,Rez-de-chaussée,,295000,,,,,0,,,,,,,,0,
 Damweg 1,Rez-de-chaussée,,295000,,,,,0,,,,,,,,0,
 Antwerpsesteenweg 202,Appartement,,295000,,,,,0,,,,,,,,0, Bien neuf
 Boulevard Prince de Liège  42,Appartement,,295000,,,,,0,,,,,,,,0,
 Pastoor Pypestraat 3,Appartement,,295000,,,,,0,,,,,,,,0,
 Essex Scottishlaan 51,Appartement,,295000,,,,,0,,,,,,,,0, Bien neuf
 Avenue de l'Emeraude 69-71,Appartement,,295000,,,,,0,,,,,,,,0,
 Avenue de l'Emeraude 69-71,Appartement,,295000,,,,,0,,,,,,,,0,
 Clos du Parnasse 3,Appartement,,295000,,1,,,0,,,,,, 120 ares,,0,
 Mont de Fontaine 3,Maison,,295000,,,,,0,,,,,, 13.07 ares,,0,
 Goethalsstraat 17,Appartement,,295000,,,,,0,,,,,,,,0,
 Avenue Ilya Prigogine 8,Appartement,,295500,,1,,,0,,,,,,,,0, Bien neuf
 Avenue Ilya Prigogine 8,Appartement,,295500,,1,,,0,,,,,,,,0, Bien neuf
 Rue de Bitburg,Appartement,,295899,,,,,0,,,,,,,,0, Bien neuf
,Duplex,,296000,,,,,0,,,,,,,,0, Bien neuf
 Evergemsesteenweg 129,Appartement,,297000,,,,,0,,,,,,,,0, Bien neuf
 Chaussée de Charleroi 256,Maison,,297000,,,,,0,,,,,, 8 ares,,0,
,Maison,,297186,,,,,,,,,,, 5.28 ares,,0, Bien neuf
 Hermans-Lybaertstraat 39,Rez-de-chaussée,,297500,,,,,0,,,,,,,,0, Bien neuf
 Lalouxlaan 7,Rez-de-chaussée,,297500,,,,,0,,,,,,,,0, Bien neuf
 Rue Pont des Chaînes 11,Maison,,297500,,,,,0,,,,,, 0.7 are,,0,
 Bieststraat 47,Maison,,297500,,,,,0,,,,,, 1.68 are,,0,
 Wettersesteenweg 131,Maison,,298000,,,,,0,,,,,,,,0,
 Route de Balmoral 19D,Appartement,,298000,,,,,0,,,,,, 52.59 ares,,0,
 Theo Goedhuysplein 29,Maison,,298000,,,,,0,,,,1, 0.4 are, 1.65 are,,0, Rénové
 Tiensesteenweg 22,Maison,,298000,,,,,0,,,,,, 7.45 ares,,0, Bien neuf
 Chaussée Victor Lampe  13 bis,Villa,,298000,,,,,0,,,,,, 6.74 ares,,0,
 Voie de l'Ardenne 148,Appartement,,298000,,,,,0,,,,,,,,0,
 Pieter Deswartelaan 1,Appartement,,298360,,,,,0,,,,,,,,0, Bien neuf
 Drieborrebeekstraat 19-21,Maison,,298400,,,,,0,,,,,, 4.21 ares,,0, Bien neuf
 Drieborrebeekstraat 19-21,Maison,,298400,,,,,0,,,,,, 4.21 ares,,0, Bien neuf
 Heirweg 3,Appartement,,298800,,,,,,,,,,,,,0, Bien neuf
 Zuidburgweg 48,Appartement,,298900,,,,,,,,,,,,,0, Bien neuf
 Jodenstraat 2,Appartement,,298942,,,,,0,,,,,,,,0,
 Rue du Grand Moulin 14,Maison,,299000,,,,,0,,,,,, 8.7 ares,,0,
 Van Maerlantstraat 1,Immeuble,,299000,,,,,0,,,,,,,,0,
 Ring 3,Maison,,299000,,,,,0,,,,,,,,0,
,Duplex,,299000,,,,,0,,,,,,,,0, Bien neuf
 Overreke 28,Appartement,,299000,,,,,0,,,,,,,,0,
 Korte Zwepenstraat 16,Maison,,299000,,,,,0,,,,,,,,0,
 Dorpsstraat 160,Maison,,299000,,,,,0,,,,,,,,0, Bien neuf
 Dorpsstraat,Maison,,299000,,,,,0,,,,,,,,0, Bien neuf
 Hoevenstraat 7,Maison,,299000,,,,,0,,,,,,,,0,
 Zeedijk 22,Appartement,,299000,,1,,,0,,,,,,,,0,
 Zeedijk 161b,Appartement,,299000,,1,,,0,,,,,,,,0,
 A. Ruzettelaan,Appartement,,299000,,,,,0,,,,,,,,0, Bien neuf
 Rue Maurice Ghislain 20,Villa,,299000,,,,,0,,,,,,,,0,
 Chaussée de Ransart 316,Maison,,299000,,,,,0,,,,,,,,0,
 Nieuwpoortsesteenweg 7,Studio,,299000,,1,,,,,,,,,,,0, Bien neuf
 Eugeen Woutersstraat 26,Appartement,,299000,,,,,0,,,,,,,,0,
 Heerweg-Zuid 197,Appartement,,299000,,,,,0,,,,,,,,0,
 Kattenstraat 37,Maison,,299000,,,,,0,,,,,, 0.57 are,,0,
 Stationsstraat 3,Appartement,,299000,,,,,0,,,,,, 1.9 are,,0, Bien neuf
,Appartement,,299000,,,,,0,,,,,,,,0, Bien neuf
,Appartement,,299000,,,,,0,,,,,,,,0, Bien neuf
 JAN DE COOMANSTRAAT 55,Maison,,299000,,,,,0,,,,,, 1.46 are,,0,
 Rue Neuve 57/1,Maison,,299000,,,,,0,,,,,, 5.54 ares,,0,
 Rue du Vieux Frêne 3,Appartement,,299000,,,,,0,,,,,,,,0,
 Rue Sur les Communes,Maison,,299000,,,,,0,,,,,, 12.5 ares,,0,
 Rue Sur les Communes,Maison,,299000,,,,,0,,,,,, 12.5 ares,,0,
 Lombardsijdelaan  169,Maison,,299000,,,,,0,,,,,, 2.72 ares,,0,
 Trompstraat 52,Maison,,299000,,,,,0,,,,,, 5.79 ares,,0,
 Nieuwbaan  159,Maison,,299000,,,,,0,,,,,, 2.58 ares,,0,
 Mimosastraat 8,Maison,,299000,,,,,0,,,,,, 0.82 are,,0,
 Stationsstraat 311,Maison,,299000,,,,,0,,,,,, 3.67 ares,,0, Rénové
 Groenendijkstraat 10,Appartement,,299000,,,,,0,,,,,,,,0,
 Zoutpoortstraat 5,Maison,,299000,,,,,0,,,,,, 10.1 ares,,0, Bien neuf
 Heerweg-Zuid 197,Appartement,,299000,,,,,0,,,,1, 0.71 are,,,0,
 Avenue Elisabeth 15,Maison,,299000,,,,,0,,,,1, 2.52 ares, 4 ares,,0,
 Lombardsijdelaan 169,Maison,,299000,,,,,0,,,,,,,,0,
 Rue du Couvent 22,Maison,,299000,,,,,0,,,,1, 1.45 are, 2.6 ares,,0,
 Stationsplein 61,Penthouse,,299300,,,,,0,,,,,,,,0, Bien neuf
 Zuidburgweg 48,Appartement,,299400,,,,,,,,,,,,,0, Bien neuf
 Nieuwpoortsesteenweg 677,Duplex,,299500,,,,,0,,,,,,,,0,
 Pieter Deswartelaan 1,Appartement,,299500,,,,,0,,,,,,,,0, Bien neuf
 Sint-Sebastiaansstraat 36,Appartement,,299500,,,,,0,,,,,,,,0,
 Processiestraat 100,Appartement,,299500,,,,,0,,,,,,,,0,
 Olmstraat 64,Maison,,299500,,,,,0,,,,,, 2.26 ares,,0,
 Deurnestraat 267/ LOT 1,Maison,,299900,,,,,0,,,,,, 3.5 ares,,0, Bien neuf
 Hertstraat 40,Appartement,,299900,,,,,0,,,,,,,,0,
 Heirweg 3,Appartement,,299900,,,,,,,,,,,,,0, Bien neuf
 Deurnestraat 267/ LOT 1,Maison,,299900,,,,,0,,,,,, 3.5 ares,,0, Bien neuf
 RUE DU COUVENT 20-22,Maison,,299900,,,,,0,,,,,,,,0,
 Sint-Franciscusstraat 11,Immeuble,,300000,,,,,0,,,,,,,,0,
 Sint-Franciscusstraat 11,Maison,,300000,,,,,0,,,,,,,,0,
,Villa,,300000,,,,,0,,,,,,,,0,
 Rue Ledeganck 24,Maison,,300000,,,,,0,,,,,, 1.45 are,,0,
 Route d'Obourg 105,Villa,,300000,,,,,0,,,,,, 70 ares,,0,
 Rue Barthélemy Molet 29,Maison,,300000,,,,,0,,,,,, 15.82 ares,,0,
 Rue de l'Étuve 2,Maison,,300000,,,,,0,,,,,, 1.67 are,,0,
 Rue de la Sablière 9A,Maison,,300000,,,,,0,,,,1, 6 ares, 12.92 ares,,0,
 Chaussée de Bruxelles 247,Ferme,,300000,,,,,0,,,,,, 48.1 ares,,0,
 Meersstraat 60,Appartement,,300000,,,,,0,,,,,,,,0,
 Meersstraat 60,Appartement,,300000,,,,,0,,,,,,,,0,
 Rue de la Libération 55,Maison,,300000,,,,,0,,,,,, 7.26 ares,,0,
 Dienstweg Havengeul 35,Appartement,,300000,,,,,0,,,,,, 0.6 are,,0, Bien neuf
 Rue des Soldats 48,Appartement,,300000,,,,,0,,,,,,,,0,
 A. Boudrystraat 10,Rez-de-chaussée,,300000,,1,,,0,,,,,, 91.19 ares,,0,
 Albert I laan 23,Appartement,,300000,,,,,0,,,,,, 0.96 are,,0, Bien neuf
 Rue croix Favresse,Maison,,300300,,,,,0,,,,,, 4.52 ares,,0, Bien neuf
 Rue Eugène Branckotte,Maison,,301000,,,,,0,,,,,, 7.39 ares,,0, Bien neuf
 Rue du Gonhy 61,Appartement,,301000,,,,,0,,,,,,,,0,
 Rue Eugène Branckotte,Maison,,301400,,,,,0,,,,,, 6.38 ares,,0, Bien neuf
 Rue de la Pâque,Villa,,303000,,,,,0,,,,,, 7.55 ares,,0, Bien neuf
 Provincialebaan 65,Maison,,304000,,,,,0,,,,,,,,0, Bien neuf
 Molenstraat lot 15,Maison,,304998,,,,,0,,,,,, 3 ares,,0,
 Klokkeput 35,Maison,,305000,,,,,0,,,,,,,,0, Bien neuf
 Wervehof 3,Appartement,,305000,,,,,0,,,,,,,,0,
 Wervehof 3,Appartement,,305000,,,,,0,,,,,,,,0,
 Zeedijk 183,Appartement,,305000,,,,,0,,,,,,,,0,
 Rue du Grand-Pré 26-28,Duplex,,305000,,,,,0,,,,1, 0.58 are,,,0, Bien neuf
 Duinkerkelaan 114,Appartement,,305000,,,,,0,,,,,,,,0, Bien neuf
 Rue du Grand-Pré 26-28,Duplex,,305000,,,,,0,,,,1, 0.58 are,,,0, Bien neuf
 Albert I Laan 68,Appartement,,305000,,,,,0,,,,1, 0.35 are,,,0,
 Albert I laan 23,Appartement,,305000,,,,,0,,,,,, 0.86 are,,0, Bien neuf
 Albert I laan 23,Appartement,,305000,,,,,0,,,,,, 0.85 are,,0, Bien neuf
 Albert I laan 23,Appartement,,305000,,,,,0,,,,,, 0.99 are,,0, Bien neuf
 Kortrijkstraat 56,Appartement,,305000,,,,,0,,,,,, 1.5 are,,0, Rénové
 Avenue Ilya Prigogine 8,Appartement,,305500,,,,,0,,,,,,,,0, Bien neuf
 Avenue Ilya Prigogine 8,Appartement,,305500,,,,,0,,,,,,,,0, Bien neuf
 Korenbloemstraat  20,Maison,,305500,,,,,0,,,,,, 3.17 ares,,0,
 Helenaveldstraat 6,Appartement,,305639,,,,,0,,,,,,,,0,
,Appartement,,306000,,,,,0,,,,,,,,0, Bien neuf
 Beauduinstraat 107,Appartement,,306000,,,,,0,,,,,, 0.7 are,,0, Bien neuf
 Zonnebloemstraat 20,Penthouse,,306425,,,,,0,,,,,,,,0, Bien neuf
 Burgemeester van Liefferingestraat 7,Maison,,306500,,,,,0,,,,,,,,0, Bien neuf
 Essex Scottishlaan 53,Rez-de-chaussée,,306500,,,,,0,,,,,,,,0, Bien neuf
 Duinkerkelaan 114,Appartement,,307500,,,,,0,,,,,,,,0, Bien neuf
 Meldenstraat 73,Maison,,307500,,,,,0,,,,1, 0.85 are, 1.77 are,,0, Bien neuf
 Molenstraat lot 13,Maison,,307571,,,,,0,,,,,, 3.24 ares,,0,
 Pieter Deswartelaan 1,Appartement,,307950,,,,,0,,,,,,,,0, Bien neuf
 Molenstraat lot 18,Maison,,308995,,,,,0,,,,,, 3.65 ares,,0,
 Rue Fernand Piron,Maison,,309000,,,,,0,,,,,, 4.38 ares,,0, Bien neuf
 Nieuwpoortsesteenweg 237,Maison,,309000,,,,,0,,,,,,,,0,
 Hendrik Serruyslaan 78,Appartement,,309000,,,,,0,,,,,,,,0,
 Rue Maurice Ghislain 20,Villa,,309000,,,,,0,,,,,,,,0,
 Begijnendreef 8,Maison,,309000,,,,,0,,,,,, 5.87 ares,,0,
 Rue de la Cité,Maison,,309300,,,,,0,,,,,, 2.96 ares,,0, Bien neuf
 Molenstraat lot 20,Maison,,309591,,,,,0,,,,,, 3.43 ares,,0,
 Avenue Reine Astrid 39,Appartement,,310000,,,,,0,,,,,,,,0, Bien neuf
 Guldensporenstraat 22,Maison,,310000,,,,,0,,,,,,,,0,
 Processiestraat 81,Duplex,,310000,,,,,0,,,,,,,,0,
 Kanunnik Davidlaan,Appartement,,310000,,,,,0,,,,,,,,0, Bien neuf
 Abdijstraat 1,Appartement,,310000,,,,,0,,,,,,,,0,
 Albert I Laan 56B,Appartement,,310000,,1,,,0,,,,,,,,0,
 Lalouxlaan 7,Appartement,,310000,,,,,0,,,,,,,,0, Bien neuf
 Lusthoflaan 45,Maison,,310000,,,,,0,,,,,, 1.8 are,,0,
 Rue Reine Astrid 16 et 18,Maison,,310000,,,,,0,,,,1, 2.5 ares, 3.94 ares,,0,
 Rue des champs  137,Maison,,310000,,,,,0,,,,1, 12.5 ares, 16.48 ares,,0,
 Rue Wayenberg 48,Appartement,,310000,,,,,0,,,,,, 2.25 ares,,0,
 Rederskaai 40,Appartement,,310000,,,,,0,,,,,,,,0,
 Albert I laan 35,Appartement,,310000,,,,,0,,,,,, 0.95 are,,0, Bien neuf
,Rez-de-chaussée,,310500,,,,,0,,,,,,,,0, Bien neuf
 Avenue Ilya Prigogine 8,Appartement,,310500,,,,,0,,,,,,,,0, Bien neuf
 Avenue Ilya Prigogine 8,Appartement,,310500,,,,,0,,,,,,,,0, Bien neuf
 Avenue Ilya Prigogine 8,Appartement,,310500,,,,,0,,,,,,,,0, Bien neuf
 Avenue Ilya Prigogine 8,Appartement,,310500,,,,,0,,,,,,,,0, Bien neuf
 Koklenberghof 3,Maison,,310500,,,,,0,,,,1, 1.08 are,,,0,
 Rue Eugène Branckotte,Maison,,311300,,,,,0,,,,,, 8.41 ares,,0, Bien neuf
 Komstraat 124,Maison,,312000,,,,,0,,,,1, 1.32 are,,,0, Bien neuf
 Gierlebaan 68,Appartement,,312500,,,,,0,,,,,,,,0, Bien neuf
 Canadalaan 24,Appartement,,312500,,,,,0,,,,,,,,0, Bien neuf
,Maison,,312500,,,,,0,,,,,,,,0, Bien neuf
 Avenue Ilya Prigogine 8,Appartement,,312500,,,,,0,,,,,,,,0, Bien neuf
 Avenue Ilya Prigogine 8,Appartement,,312500,,,,,0,,,,,,,,0, Bien neuf
 Duinkerkelaan 114,Appartement,,312500,,,,,0,,,,,,,,0, Bien neuf
 Duinkerkelaan 114,Appartement,,312500,,,,,0,,,,,,,,0, Bien neuf
 Rue du Général Michel 22-24-26,Appartement,,313000,,,,,0,,,,1, 0.82 are,,,0, Bien neuf
 Molenstraat lot 11,Maison,,313569,,,,,0,,,,,, 3.24 ares,,0,
 Dorpsstraat 10,Maison,,314000,,,,,0,,,,,,,,0,
 Kerkstraat 2.1,Appartement,,315000,,,,,0,,,,,, 1.82 are,,0, Bien neuf
,Maison,,315000,,,,,,,,,,, 6.43 ares,,0,
 Hammekensstraat 1,Maison,,315000,,,,,0,,,,,,,,0, Bien neuf
 Maasstraat 86,Maison,,315000,,,,,0,,,,,,,,0,
 Bredestraat 2,Maison,,315000,,,,,0,,,,,,,,0, Bien neuf
 Duinenstraat 245,Maison,,315000,,,,,0,,,,,,,,0, Rénové
 Valkstraat 31,Maison,,315000,,,,,0,,,,,,,,0,
,Rez-de-chaussée,,315000,,,,,0,,,,,,,,0, Bien neuf
 Termolenhoflaan 30,Appartement,,315000,,,,,0,,,,,,,,0,
 Franslaan 5,Appartement,,315000,,,,,0,,,,,,,,0,
 Zeedijk 110,Rez-de-chaussée,,315000,,,,,0,,,,,,,,0,
 Vredestraat 40,Appartement,,315000,,,,,0,,,,,,,,0,
 Heirweg 3,Appartement,,315000,,,,,,,,,,,,,0, Bien neuf
 Kleinstraat 3,Bungalow,,315000,,,,,0,,,,,, 15.1 ares,,0, Bien neuf
 Klokketuin 70,Maison,,315000,,,,,0,,,,,, 6.26 ares,,0, Bien neuf
 Velmerlaan 9,Maison,,315000,,,,,0,,,,,, 20.93 ares,,0, Bien neuf
 Hannekensstraat Lot 3,Maison,,315000,,,,,0,,,,,, 3.65 ares,,0,
 Hannekensstraat Lot 4,Maison,,315000,,,,,0,,,,,, 3.9 ares,,0,
 chemin de Garçonfosse  1 a,Maison,,315000,,,,,0,,,,,, 8.1 ares,,0,
 Northlaan 15,Appartement,,315000,,,,,0,,,,,,,,0,
 Stormestraat 99,Appartement,,315000,,,,,0,,,,,,,,0,
 Stormestraat 99,Appartement,,315000,,,,,0,,,,,,,,0,
 Stormestraat 99,Appartement,,315000,,,,,0,,,,,,,,0,
 Stormestraat 99,Appartement,,315000,,,,,0,,,,,,,,0,
 Stormestraat 99,Appartement,,315000,,,,,0,,,,,,,,0,
 Stormestraat 99,Appartement,,315000,,,,,0,,,,,,,,0,
 rue Saint Jean 1,Appartement,,315000,,,,,0,,,,,, 1.19 are,,0,
 Duinkerkelaan 114,Appartement,,315000,,,,,0,,,,,,,,0, Bien neuf
 Schuiferskapelsesteenweg 66,Maison,,315000,,,,,0,,,,,, 10.25 ares,,0, Bien neuf
 Pierre Sorellaan 29,Appartement,,315000,,,,,0,,,,,, 3.83 ares,,0, Bien neuf
 Albert I Laan 68,Appartement,,315000,,,,,0,,,,,,,,0,
 rue d'en haut  80,Ferme,,315000,,,,,0,,,,,, 296 ares,,0,
 Rue Père Eudore Devroye 68,Rez-de-chaussée,,315000,,1,,,0,,,,,, 3.23 ares,,0,
 Schleidweg 3,Maison,,315000,,,,,0,,,,,, 5.46 ares,,0,
 Zwevezeelsestraat 87,Maison,,315000,,,,,0,,,,,, 4.22 ares,,0, Bien neuf
 Square de la demi lune 4/18,Appartement,,315000,,,,,0,,,,,,,,0,
 Albert I laan 23,Appartement,,315000,,,,,0,,,,,, 1.05 are,,0, Bien neuf
 Avenue Ilya Prigogine 8,Appartement,,315500,,,,,0,,,,,,,,0, Bien neuf
 Stationsstraat,Maison,,315628,,,,,0,,,,,, 2.48 ares,,0,
 Vestingstraat 64,Penthouse,,316000,,1,,,0,,,,,,,,0, Bien neuf
 Vestingstraat 64,Appartement,,316000,,1,,,0,,,,,,,,0, Bien neuf
 Rue du Gonhy 61,Appartement,,316000,,,,,0,,,,,,,,0,
 Chaussée de Bruxelles 331a,Villa,,316000,,,,,0,,,,,, 25.6 ares,,0,
 Papateries de Genval 1,Appartement,,316000,,,,,0,,,,,,,,0,
 Rue des Cypres,Villa,,316300,,,,,0,,,,,, 7.32 ares,,0, Bien neuf
 Oude Bruglaan 180,Duplex,,317200,,,,,0,,,,,,,,0, Bien neuf
 Avenue Ilya Prigogine 8,Appartement,,317500,,,,,0,,,,,,,,0, Bien neuf
 Avenue Ilya Prigogine 8,Appartement,,317500,,,,,0,,,,,,,,0, Bien neuf
 Avenue Ilya Prigogine 8,Appartement,,317500,,,,,0,,,,,,,,0, Bien neuf
 Rue d'Avin Lot 6,Maison,,318000,,,,,0,,,,,, 10.86 ares,,0, Bien neuf
 Hubert Frère-Orbanlaan 678,Appartement,,318000,,,,,0,,,,,,,,0,
 Rue du Général Michel 22-24-26,Appartement,,318000,,,,,0,,,,,,,,0, Bien neuf
 Grand rue des Bouchers B.1.3.,Appartement,,318110,,,,,0,,,,,,,,0,
 Rue Hullos 8,Maison,,318500,,,,,0,,,,,, 1.47 are,,0,
 Rue de Bitburg,Maison,,318763,,,,,0,,,,,,,,0, Bien neuf
 Rue de Bitburg,Maison,,318763,,,,,0,,,,,,,,0, Bien neuf
,Appartement,,319000,,,,,0,,,,,,,,0,
 Herenthoutseweg 203,Maison,,319000,,,,,0,,,,,, 10.9 ares,,0,
 Georges Martensstraat 17,Maison,,319000,,,,,0,,,,,, 0.91 are,,0, Rénové
 Hondenberg 9,Appartement,,319000,,,,,0,,,,,,,,0,
 Place de Salm 5,Appartement,,319000,,,,,0,,,,,, 1.31 are,,0,
 Schipstraat 39,Maison,,319000,,,,,0,,,,1, 0.16 are, 1.45 are,,0, Rénové
 Hendrik Serruyslaan 76,Appartement,,319000,,,,,0,,,,,,,,0,
 Kloosterstraat 63,Maison,,319500,,,,,0,,,,1, 0.28 are,,,0,
 Avenue Reine Astrid 39,Appartement,,320000,,,,,0,,,,,,,,0, Bien neuf
 Route de Balmoral 30,Appartement,,320000,,,,,0,,,,,,,,0, Bien neuf
